Lab 02,Lab 03,Lab 04,Lab 05,Lab 06,Lab 07,Lab 08,Lab 09,Lab 10,Lab 11,Lab 12,Lab 13,Lab 14,Lab 15,Lab 16,Lab 17,Lab 20,Lab 21,Lab 22,Lab 23,Homework 1,Homework 2,Homework 3,Homework 4,Homework 5,Homework 6,Homework 7,Project 1,Project 2A,Project 2B,Project 3,Project 4,Midterm 1,Midterm 2,Final Exam,Final Exam Grade
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,20,20,20,20,0,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,43.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,44.0,63.0,A+
20.0,20.0,20,19.89,20,20,20,20,20,17.0,20,20,0,20,20,9,20,0,20,0,50,50,44,50,50.0,0,50,100,50.0,50.0,100.0,100.0,30.0,45.0,51.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,37.0,41.0,38.0,E
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,39.0,60.0,A-
20.0,20.0,20,19.98,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,40,100,50.0,50.0,99.99,25.0,40.0,45.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,0,100,45.0,50.0,100.0,100.0,38.0,43.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,41.0,59.0,A-
20.0,20.0,20,0.0,20,20,20,20,20,20.0,0,20,20,20,20,20,20,0,20,20,50,50,50,50,50.0,50,50,80,50.0,50.0,100.0,100.0,37.5,43.0,56.5,B+
20.0,20.0,20,20.0,20,0,20,20,20,20.0,20,20,20,20,20,9,20,20,20,20,50,50,50,0,50.0,40,50,100,50.0,50.0,99.99,0.0,38.0,43.0,57.0,B+
20.0,0.0,20,11.0,7,20,20,20,20,20.0,20,20,10,20,20,20,20,20,0,20,30,50,50,50,0.0,50,0,100,50.0,50.0,100.0,40.0,35.0,40.0,57.0,B+
20.0,20.0,20,8.6,20,20,20,20,20,20.0,20,20,20,20,20,20,20,0,0,0,35,50,50,25,50.0,0,0,100,20.0,2.0,0.0,0.0,38.0,44.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,27.89,50,50,100,50.0,50.0,60.16,0.0,34.0,37.0,49.0,C
20.0,0.0,0,0.0,0,0,14,0,0,0.0,0,0,0,0,0,20,0,20,20,20,50,50,50,0,50.0,32,50,95,50.0,50.0,100.0,100.0,39.0,34.0,59.0,A-
0.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,20,20,20,20,20,20,30,50,50,50,50.0,50,50,100,50.0,50.0,75.17,100.0,40.0,45.0,52.5,B-
20.0,20.0,20,20.0,0,20,0,20,20,9.5,0,20,20,20,4,20,20,20,20,0,50,50,47,32,50.0,10,50,100,45.0,16.5,100.0,25.0,37.5,45.0,44.0,D+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,31.5,39.0,51.0,C+
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,14,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,45.0,55.0,B
20.0,0.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,45.0,58.0,A-
20.0,20.0,20,20.0,20,20,0,20,20,20.0,20,20,20,0,20,0,0,20,20,20,50,50,0,0,50.0,50,0,100,50.0,50.0,100.0,50.0,31.0,45.0,50.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,43.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,0,20.0,20,20,20,20,20,0,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,99.18,100.0,39.0,44.0,61.0,A
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,47.73,50,50,100,50.0,50.0,100.0,65.0,37.0,43.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,0,0,18,50,50.0,50,50,0,50.0,50.0,100.0,100.0,31.0,41.0,45.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,60.0,A-
20.0,20.0,20,20.0,0,0,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,0,0,0,50.0,0,0,75,50.0,50.0,25.0,100.0,30.0,39.0,45.5,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,10,20,20,20,20,0,20,20,50,50,50,50,0.0,50,50,100,50.0,50.0,100.0,100.0,37.0,36.0,52.5,B-
20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,20,20,20,20,20,20,20,20,20,45,50,10,50,50.0,50,50,100,50.0,35.0,100.0,40.0,27.5,45.0,45.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,43.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,63.0,A+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,92.48,100.0,37.0,45.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,0,20,20,0,20,20,45,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,40.0,56.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,42.0,60.0,A-
20.0,20.0,20,20.0,0,0,20,20,20,20.0,20,20,0,20,20,20,20,20,6,20,50,50,50,50,0.0,50,50,100,50.0,50.0,100.0,75.0,36.0,30.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,0,0,0,0,50,44,50,0.0,0,0,60,50.0,0.0,0.0,0.0,23.0,33.0,38.0,E
20.0,0.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,35,37,40.43,40,42,100,40.0,12.0,76.67,15.0,32.0,32.0,44.0,D+
20.0,20.0,20,17.27,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50.0,50,50,80,50.0,50.0,100.0,90.0,32.0,37.0,42.0,D
20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,20,0,20,20,20,20,15,20,20,50,50,50,50,49.2,0,50,100,50.0,50.0,100.0,25.0,39.0,41.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,90.0,40.0,45.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,0,20,20,0,20,20,50,50,50,50,50.0,50,0,100,50.0,50.0,100.0,40.0,36.0,43.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,60.0,A-
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,45.0,61.0,A
20.0,20.0,20,20.0,20,0,20,20,20,20.0,20,20,0,20,20,20,20,0,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,37.5,45.0,56.0,B+
20.0,15.0,20,20.0,20,0,20,0,20,20.0,20,0,0,20,20,20,0,0,0,0,50,50,44,43,49.75,50,50,80,50.0,50.0,100.0,15.0,29.0,45.0,50.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,32.0,45.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,20,20,0,20,0,0,50,50,50,50,50.0,50,50,100,50.0,50.0,99.99,65.0,33.5,45.0,50.0,C+
0.0,20.0,20,0.0,20,0,7,20,0,0.0,20,20,20,0,20,20,20,20,20,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,15.0,33.0,38.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,40.0,55.0,B
20.0,20.0,20,20.0,20,20,20,20,20,2.75,20,20,10,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.5,45.0,50.0,C+
10.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,37,24,50.0,40,50,100,50.0,42.5,100.0,100.0,25.0,33.0,40.5,D-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,15,20,15,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,98.55,0.0,31.0,25.0,40.0,D-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,0,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,30.5,33.0,47.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,42.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,99.9,100.0,38.0,44.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50.0,50,34,100,50.0,50.0,100.0,75.0,40.0,45.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,35.0,43.0,55.5,B
20.0,0.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,35,50,0,50,50.0,50,50,100,50.0,50.0,100.0,0.0,33.0,38.0,43.0,D+
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,0,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,65.0,37.0,43.0,46.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,45.0,51.0,C+
20.0,20.0,15,8.52,20,20,20,20,20,5.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,39.0,45.0,55.0,B
20.0,10.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,0,0,50,50,47.73,20,0,100,27.5,35.0,41.46,0.0,28.0,32.0,40.0,D-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,35.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,16,20,20,20,20,20,0,50,50,50,50.0,10,50,100,50.0,50.0,66.79,0.0,35.0,43.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50.0,50,50,90,50.0,50.0,100.0,0.0,31.5,44.0,51.0,C+
20.0,20.0,0,20.0,20,20,20,20,0,20.0,20,0,0,20,0,0,20,20,0,20,50,0,0,0,0.0,0,0,100,50.0,50.0,100.0,100.0,28.5,36.0,46.5,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,45.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,0,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,38.0,43.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,40.0,40.0,45.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,18.0,20,20,20,20,20,20,20,20,20,0,50,50,44,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,44.0,56.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,34.0,38.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,0,0,0,0,20,0,0,0,0,50,50,50,50,0.0,50,0,100,50.0,50.0,100.0,0.0,40.0,44.0,62.0,A
20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,0,20,20,20,20,20,20,20,20,0,50,0,0,0.0,0,40,35,0.0,0.0,0.0,15.0,32.5,22.0,47.0,C-
20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,0,100,50.0,50.0,100.0,100.0,36.5,42.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,18.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,56.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,0,20,20,20,20,20,20,0,20,20,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,26.5,40.0,46.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,40.0,45.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,45.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,65.0,36.0,43.0,56.0,B+
20.0,20.0,0,20.0,0,20,20,20,20,20.0,0,20,20,20,20,20,20,20,20,20,0,0,0,0,0.0,50,0,0,0.0,0.0,0.0,0.0,30.5,27.0,0.0,E
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,35.0,37.0,47.0,C-
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,0,20,0,20,20,20,20,20,50,50,50,39,50.0,10,50,60,50.0,27.5,50.99,25.0,36.5,43.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,36.0,44.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,25,50,40,50,50.0,50,50,100,50.0,50.0,100.0,75.0,35.5,45.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,0,20.0,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,43.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,45.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,62.0,A
17.5,20.0,20,0.0,20,20,20,0,20,20.0,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,35.0,44.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,20,0,20,20,20,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.5,43.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,50.0,38.0,44.0,51.5,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,0,20,20,50,50,50,50,47.73,50,0,100,50.0,50.0,100.0,0.0,36.5,45.0,51.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,62.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,0,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,45.0,50.0,C+
0.0,20.0,20,20.0,0,20,20,20,20,20.0,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50.0,50,50,0,50.0,50.0,100.0,100.0,32.0,41.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,15.34,50,50,100,50.0,50.0,100.0,25.0,33.5,45.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50.0,50,0,100,50.0,50.0,100.0,50.0,40.0,45.0,56.5,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,25.0,32.0,27.0,E
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,30.5,37.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,14.5,0,20,20,20,20,20,20,20,0,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,50.0,33.0,38.0,51.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,94.67,100.0,34.5,41.0,54.0,B
20.0,20.0,20,20.0,20,0,20,20,20,0.0,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,25.5,45.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.5,45.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,45.0,58.0,A-
20.0,20.0,20,18.83,17,0,20,20,8,0.0,10,20,20,20,20,20,20,0,20,0,30,50,50,50,47.73,50,50,100,50.0,50.0,99.99,25.0,25.5,41.0,44.0,D+
20.0,0.0,20,8.38,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,43.0,62.0,A
20.0,20.0,0,13.87,20,20,20,0,20,20.0,0,20,0,20,0,0,0,0,0,0,50,0,0,0,0.0,0,0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,44.0,56.0,B+
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,31.5,39.0,53.0,B-
0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.0,43.0,55.5,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,40.0,45.0,53.0,B-
20.0,20.0,20,20.0,20,4,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,36.0,42.0,45.0,C-
20.0,20.0,20,20.0,0,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,45.0,50.5,C+
0.0,20.0,20,20.0,0,0,0,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.97,50,50,100,50.0,50.0,100.0,75.0,37.0,45.0,47.0,C-
20.0,15.0,20,20.0,20,10,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,40.0,59.0,A-
20.0,0.0,20,20.0,20,0,0,20,20,16.5,20,20,0,0,0,20,0,0,20,0,0,50,50,50,0.0,0,50,100,50.0,50.0,0.0,15.0,30.5,24.0,43.0,D+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,44.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,50,100,50.0,50.0,100.0,100.0,28.0,44.0,50.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,57.0,B+
0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,37.0,0.0,46.5,C-
20.0,20.0,20,19.89,20,0,20,20,20,20.0,20,20,20,20,20,20,9,0,20,20,45,50,50,50,50.0,50,40,100,50.0,50.0,100.0,25.0,30.0,42.0,59.0,A-
20.0,20.0,20,20.0,20,20,0,0,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,0,25,50.0,50,50,100,50.0,50.0,100.0,15.0,29.0,44.0,45.0,C-
20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,0,20,20,20,20,20,0,50,50,50,50.0,50,50,100,42.5,35.0,100.0,0.0,33.0,37.0,47.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,23.5,36.0,40.5,D-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,40,50,50,50.0,50,50,100,50.0,50.0,76.62,100.0,36.0,39.0,59.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,34.5,44.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.5,44.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.0,43.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,0,0,20,20,0,50,50,50,50.0,50,50,100,50.0,50.0,100.0,40.0,26.5,42.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,0,50,50,0.0,50,50,100,50.0,50.0,100.0,100.0,37.0,43.0,52.0,B-
10.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,32.0,42.0,43.0,D+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,45.0,59.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,10.0,20,20,20,20,20,20,20,20,20,0,50,50,32,50,50.0,50,50,95,50.0,50.0,100.0,100.0,30.5,44.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50.0,50,50,100,50.0,50.0,100.0,15.0,40.0,45.0,59.0,A-
