Lab 02,Lab 03,Lab 04,Lab 05,Lab 06,Lab 07,Lab 08,Lab 09,Lab 10,Lab 11,Lab 12,Lab 13,Lab 14,Lab 15,Lab 16,Lab 17,Lab 20,Lab 21,Lab 22,Lab 23,Homework 1,Homework 2,Homework 3,Homework 4,Homework 5,Homework 6,Homework 7,Project 1,Project 2A,Project 2B,Project 3,Project 4,Midterm 1,Midterm 2,Final Exam,Final Exam Grade
20.0,20.0,0,0.0,0,20,20,0,20,0.0,0,20,0,20,20,20,20,20,20,20,0,50,0,0,0.0,0,0,100,50.0,50.0,0.0,0.0,28.5,14.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,44.0,58.0,A-
20.0,20.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,0,20,20,35,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,18.5,19.0,32.0,E
20.0,15.0,20,7.02,20,20,20,20,20,20.0,0,20,20,20,20,20,20,0,0,20,50,50,40,50,50.0,0,50,100,50.0,50.0,100.0,15.0,35.0,33.0,51.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,45.0,57.0,B+
20.0,20.0,20,20.0,20,0,20,20,20,20.0,20,20,20,0,0,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,38.0,41.0,51.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,35.0,45.0,55.0,B
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,10.5,20,0,0,20,20,20,20,20,0,20,50,50,50,50,50.0,50,50,95,50.0,50.0,100.0,100.0,35.0,43.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,95,50.0,50.0,100.0,25.0,40.0,43.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,28.0,34.0,47.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,32.0,39.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.5,44.0,59.0,A-
20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,40.0,59.0,A-
20.0,20.0,20,18.14,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,41.0,59.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,59.0,A-
20.0,20.0,0,20.0,20,20,20,20,0,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,0,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,39.0,44.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,95,50.0,50.0,100.0,100.0,27.5,45.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,20,0,20,0,0,20,20,0,0,35,0,50,50,0.0,0,0,100,50.0,50.0,0.0,50.0,32.0,40.0,49.96,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,44.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,41.0,92.49,25.0,35.0,36.0,56.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,41.0,50.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,0,20,4,20,20,20,0,20,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,40.0,40.0,44.0,61.0,A
20.0,15.0,20,20.0,20,20,20,20,20,0.0,20,20,20,20,20,20,20,20,20,20,50,50,44,50,50.0,50,50,100,50.0,50.0,98.18,100.0,37.0,43.0,49.5,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.0,45.0,52.0,B-
2.5,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,45.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,17,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,37.0,45.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.5,43.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,0.0,0,50,100,50.0,50.0,0.0,100.0,26.0,29.0,42.0,D
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,40.0,40.0,45.0,49.0,C
20.0,0.0,20,20.0,20,20,20,20,0,0.0,20,0,0,0,0,0,0,0,0,0,0,50,0,0,0.0,0,0,60,0.0,0.0,0.0,0.0,38.0,0.0,0.0,E
20.0,0.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,28.0,40.0,47.0,C-
0.0,20.0,0,20.0,20,20,20,20,0,20.0,20,20,20,0,0,0,0,0,0,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,44.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,45.0,55.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,12,20,20,20,0,20,50,50,44,50,50.0,50,50,100,50.0,50.0,100.0,100.0,36.0,42.0,52.0,B-
0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,E
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,62.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,63.0,A+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,32.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,33.0,44.0,46.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,0,0,20,0,0,0,50,0,50,50,0.0,0,0,100,50.0,50.0,0.0,0.0,38.5,43.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,90.0,40.0,45.0,56.0,B+
20.0,20.0,20,20.0,0,0,20,20,16,11.0,20,20,0,0,4,20,20,10,20,20,30,50,50,50,50.0,0,34,100,50.0,50.0,99.99,25.0,30.5,29.0,42.5,D
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,44,50,0.0,50,50,100,50.0,50.0,100.0,50.0,39.0,44.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,36.5,42.0,53.5,B-
20.0,0.0,20,20.0,20,20,20,0,0,0.0,0,20,20,20,8,20,20,15,0,12,50,50,50,50,50.0,50,0,100,50.0,50.0,78.33,0.0,38.0,36.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,35.0,45.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.0,45.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,15,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,45.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,30,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,29.0,43.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,0,0,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,99.99,100.0,32.5,43.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,45.0,59.5,A-
0.0,0.0,0,20.0,0,20,20,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,100,50.0,50.0,0.0,75.0,35.0,23.0,50.0,C+
20.0,20.0,20,19.89,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,62.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,93.49,75.0,38.0,45.0,56.5,B+
20.0,20.0,20,20.0,20,20,20,0,20,20.0,0,0,20,20,20,20,20,20,20,0,50,50,44,50,50.0,50,50,100,50.0,0.0,100.0,100.0,35.0,40.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,44.0,49.0,C
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,12,50,50,50,46,50.0,50,50,100,50.0,50.0,99.01,75.0,34.0,44.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,37.0,42.0,49.0,C
20.0,20.0,3,20.0,20,20,20,20,0,0.0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,0.0,50,50,100,50.0,50.0,140.0,140.0,36.0,33.0,55.0,B
2.5,20.0,20,20.0,20,20,20,20,20,20.0,0,0,0,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,35.0,42.0,48.0,C
20.0,20.0,20,20.0,20,20,0,20,20,20.0,20,20,20,20,20,20,20,20,20,20,30,50,50,39,50.0,50,50,80,45.0,50.0,77.5,87.5,39.0,45.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,0,20,0,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,51.0,C+
20.0,20.0,20,20.0,20,14,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,44.0,56.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,59.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,37.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,45.0,50.0,100.0,25.0,32.5,42.0,55.0,B
20.0,20.0,20,20.0,20,20,20,20,0,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,50.0,38.0,44.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,45.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,0,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,37.0,41.0,55.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,45.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,0.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,42.0,52.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,43.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,42.0,56.0,B+
20.0,0.0,20,19.91,7,0,20,20,0,20.0,20,20,20,14,12,0,0,0,0,0,0,50,50,50,50.0,0,0,100,50.0,50.0,0.0,0.0,40.0,43.0,55.0,B
0.0,20.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,36.0,42.0,51.0,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,56.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,36.5,45.0,42.0,D
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,99.93,75.0,40.0,45.0,47.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.5,44.0,56.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,0,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,61.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,44.0,56.5,B+
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,49.75,50,50,100,50.0,50.0,100.0,100.0,35.0,44.0,45.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,50,100,50.0,50.0,100.0,25.0,36.0,45.0,59.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,80,50.0,50.0,100.0,100.0,40.0,42.0,59.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,36.0,42.0,53.0,B-
20.0,20.0,20,0.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,58.0,A-
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,37.5,44.0,62.0,A
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,57.0,B+
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,0,50,32,50.0,50,0,100,50.0,26.5,75.0,0.0,36.5,45.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,5,20,20,20,20,20,20,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,75.0,37.0,45.0,56.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,55.0,B
20.0,20.0,20,0.0,20,20,20,20,20,16.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.5,42.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,15.0,40.0,45.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,30,50,50,50,35.05,50,50,100,50.0,50.0,100.0,25.0,35.0,45.0,56.0,B+
0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0.0,0,0,100,50.0,50.0,100.0,75.0,0.0,0.0,0.0,E
10.0,0.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.5,42.0,45.0,C-
10.0,20.0,20,20.0,20,4,20,20,20,20.0,20,20,10,4,20,20,20,20,0,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,59.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,0,50,100,50.0,50.0,100.0,100.0,36.0,42.0,49.5,C+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,33,50.0,50,50,80,50.0,50.0,100.0,15.0,30.5,34.0,46.0,C-
2.5,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,50.0,38.0,44.0,53.0,B-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,44.0,58.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,45,50,50,50,0.09,50,50,100,50.0,50.0,100.0,100.0,33.0,43.0,48.0,C
20.0,20.0,20,20.0,20,10,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,44.0,55.0,B
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,0,20,10,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,41.0,55.5,B
0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,100,50.0,50.0,100.0,0.0,40.0,39.0,0.0,E
20.0,0.0,20,20.0,20,0,20,20,20,20.0,20,20,0,0,0,0,0,0,0,0,50,50,50,50,0.0,0,0,100,50.0,50.0,0.0,0.0,30.0,0.0,0.0,E
20.0,20.0,20,20.0,20,20,0,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,39,50.0,0,50,100,50.0,50.0,98.55,0.0,29.0,43.0,44.0,D+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,35.0,45.0,47.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,45.0,54.0,B
0.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,45.0,57.0,B+
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,30.0,45.0,43.0,D+
0.0,20.0,20,20.0,20,20,20,0,20,0.0,20,20,0,0,20,20,20,20,20,20,0,0,0,0,0.0,50,34,50,0.0,0.0,43.76,15.0,28.5,42.0,49.0,C
20.0,20.0,20,20.0,20,0,20,20,20,20.0,20,20,20,20,20,20,0,20,20,20,0,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,30.5,27.0,45.5,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,37.0,42.0,49.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,0,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.0,34.0,46.5,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,8,8,20,20,20,20,20,50,50,47,50,50.0,50,50,100,50.0,50.0,100.0,25.0,36.5,43.0,52.0,B-
20.0,0.0,0,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,34.0,39.0,39.5,D-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,0,35,50,50,50,47.48,50,50,100,50.0,50.0,19.15,15.0,34.5,42.0,48.0,C
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,43.0,60.0,A-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,65.0,32.5,44.0,53.0,B-
20.0,20.0,20,19.98,20,20,20,20,20,20.0,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,24.0,36.0,46.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,40.0,45.0,62.0,A
20.0,20.0,20,20.0,20,0,20,20,20,20.0,0,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,0,80,50.0,50.0,100.0,100.0,31.5,42.0,35.0,E
10.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,35.0,45.0,47.0,C-
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,36.0,45.0,54.0,B
20.0,20.0,20,20.0,20,20,20,20,20,20.0,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,39.0,45.0,61.0,A
15.0,10.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,0,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,25.0,33.0,32.0,47.5,C
20.0,10.0,20,20.0,20,20,20,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,46,50.0,50,50,100,50.0,50.0,100.0,100.0,38.0,42.0,58.0,A-
20.0,20.0,20,20.0,20,20,0,20,20,20.0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50.0,50,50,100,50.0,50.0,100.0,100.0,34.5,43.0,57.0,B+
