Lab 02 (820171),Lab 03 (820172),Lab 04 (820173),Lab 05 (820174),Lab 06 (820175),Lab 07 (820176),Lab 08 (820177),Lab 09 (820178),Lab 10 (820179),Lab 11 (820180),Lab 12 (820181),Lab 13 (820182),Lab 14 (820183),Lab 15 (820184),Lab 16 (820185),Lab 17 (820186),Homework 1 (820163),Homework 2 (820164),Homework 3 (820165),Homework 4 (820211),Homework 5 (820166),Homework 6 (820167),Project 1 (820193),Project 2A (820194),Project 2B (820195),Project 3 (820196),Extra Credit (838909),Midterm 1 (820191),Midterm 2 (820192),Extra Credit Current Score,Extra Credit Unposted Current Score,Extra Credit Final Score,Extra Credit Unposted Final Score,Final Score,Final Grade
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,99.94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,37,,,0,0,94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,45,50,100,,32.5,42,100,100,100,100,95.13,A
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,96.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,100.25,A
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,41,,,0,0,91.75,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,100.25,A
20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,42,,,0,0,96.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,43,,,0,0,99.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,42,,,0,0,98.25,A
20,0,20,19.91,7,0,20,20,0,20,20,20,20,14,12,0,0,50,50,50,50,0,100,50,50,0,,40,43,,,0,0,76.35,C
0,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,42,,,0,0,95.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,99.38,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36.5,45,,,0,0,93.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,99.93,,40,45,,,0,0,95,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37.5,44,,,0,0,98.06,A
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,44,,,0,0,98.78,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,49.75,50,100,50,50,100,,35,44,,,0,0,93.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,100,50,50,100,,36,45,,,0,0,94.13,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,80,50,50,100,,40,42,,,0,0,97.94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,42,,,0,0,94.25,A
20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37.5,44,,,0,0,97.54,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,99.69,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,32,50,50,100,50,26.5,75,,36.5,45,,,0,0,84.01,B
20,20,20,20,20,20,20,20,20,20,20,20,5,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,96.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,98.69,A
20,20,20,0,20,20,20,20,20,16,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,42,,,0,0,96.81,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,93.44,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,35.05,50,100,50,50,100,,35,45,,,0,0,92.31,A-
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,100,50,50,100,1200,0,0,,,0,0,100.1,A
10,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,42,,,0,0,92.33,A-
10,20,20,20,20,4,20,20,20,20,20,20,10,4,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,98.81,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,0,100,50,50,100,,36,42,,,0,0,94.72,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,33,50,50,80,50,50,100,,30.5,34,,,0,0,82,B-
2.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,94.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,99.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,50,50,50,0.09,50,100,50,50,100,,33,43,,,0,0,93.33,A
20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,97.94,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,100,50,50,100,,37,41,,,0,0,96.59,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,100,9,40,39,,,0,0,48.94,E
20,0,20,20,20,0,20,20,20,20,20,20,0,0,0,0,50,50,50,50,0,0,100,50,50,0,,30,0,,,0,0,38.75,E
20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,50,50,50,39,50,0,100,50,50,98.55,,29,43,,,0,0,84.04,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,45,,,0,0,90,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,97.63,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,99.31,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,30,45,,,0,0,91.56,A-
0,20,20,20,20,20,20,0,20,0,20,20,0,0,20,20,0,0,0,0,0,50,50,0,0,43.76,,28.5,42,,,0,0,63.85,D
20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,100,50,50,100,,30.5,27,,,0,0,85.78,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,42,,,0,0,94.94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34,34,,,0,0,90.03,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,8,8,20,50,50,47,50,50,50,100,50,50,100,,36.5,43,,,0,0,91.38,A-
20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34,39,,,0,0,84.2,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,47.48,50,100,50,50,19.15,,34.5,42,,,0,0,83.24,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,43,,,0,0,99.88,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,32.5,44,,,0,0,93.06,A
20,20,20,19.98,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,50,50,100,50,50,100,,24,36,100,100,100,100,91.88,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,101.25,A
20,20,20,20,20,0,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,80,50,50,100,,31.5,42,,,0,0,87.25,B+
10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,45,,,0,0,90,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,45,,,0,0,97.25,A
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,100,100,100,100,105.56,A
15,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,33,32,,,0,0,84.32,B
20,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,46,50,50,100,50,50,100,,38,42,,,0,0,98.13,A
20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,43,,,0,0,96.88,A
20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,99.99,,39,44,,,0,0,96.44,A
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,45,,,0,0,95.94,A
20,20,20,20,20,20,20,20,20,13,20,20,0,14,20,20,50,50,50,50,47.73,50,100,50,50,100,,30.5,39,,,0,0,86.46,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,0,50,100,50,42.5,100,,40,43,,,0,0,98.78,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,91.38,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,42,,,0,0,98.88,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,42,,,0,0,96.38,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37.5,45,,,0,0,98.75,A
20,20,20,20,13,20,20,20,20,20,20,20,20,20,0,20,50,50,50,50,50,50,100,50,50,100,,24,42,100,100,100,100,94.13,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,45,,,0,0,100.81,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,20,50,50,50,50,49.6,50,100,50,50,75.22,,40,44,,,0,0,96.2,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,29,50,50,50,100,50,50,100,,34,44,,,0,0,95.81,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,31,45,,,0,0,91.31,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,29,44,,,0,0,93,A
20,20,20,20,20,20,20,20,20,0,0,0,0,0,0,0,50,0,0,0,0,0,100,0,0,0,,0,0,,,0,0,15.42,E
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,99,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,100.56,A
20,0,20,0,20,0,20,20,20,20,10,20,0,20,20,20,50,50,50,50,50,50,100,50,50,100,,32,44,,,0,0,87.22,B+
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,42,,,0,0,95.38,A
20,15,20,20,20,20,20,20,20,18.5,0,20,10,0,20,20,50,50,50,37,50,50,100,50,50,100,,38,45,,,0,0,92.1,A-
20,20,20,20,13,20,20,20,20,20,20,20,20,20,20,11,45,20,50,50,50,50,100,50,50,100,,40,41,,,0,0,95.52,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100,A
20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,101.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34,45,,,0,0,90.72,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,0,50,100,50,50,19.21,,37,40,,,0,0,81.22,B-
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,80,47.5,50,100,,23,34,,,0,0,80.75,B-
20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,39,,,0,0,96.47,A
20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,0,50,50,50,50,50,50,100,50,50,100,,38.5,45,,,0,0,96.31,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,33,43,100,100,100,100,99.13,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,99.31,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,38,43,,,0,0,97.56,A
2.5,0,20,20,20,20,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,30.5,42,100,100,100,100,97.71,A
20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,50,50,100,50,50,100,,38,43,,,0,0,97.88,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,45,50,50,50,50,50,100,50,50,100,,34,44,,,0,0,93,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,99.31,A
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,60,50,50,100,,40,44,,,0,0,96.58,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,100,100,100,100,101.5,A
20,20,20,20,20,20,0,20,20,20,20,20,0,20,20,0,50,50,44,8,0.4,0,100,45,50,100,,35.5,40,,,0,0,80.11,B-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,44,,,0,0,99.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,50,50,50,50,50,50,100,50,50,100,,36.5,34,,,0,0,91.23,A-
20,20,20,0,20,20,20,20,20,14.5,20,20,20,20,20,20,50,50,50,50,49.75,50,100,50,50,100,,39,44,,,0,0,98.63,A
20,20,20,20,20,20,20,20,20,15,20,20,20,20,12,20,50,50,50,50,50,50,100,50,50,100,,39,43,,,0,0,98.56,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,43,,,0,0,93.56,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,99.63,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,98.75,A
20,20,20,20,20,20,20,20,20,17,20,20,20,14,0,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,98.94,A
20,20,9,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,39,50,50,100,17.5,14.5,84.9,,31.5,44,,,0,0,80.41,B-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,38,44,,,0,0,95.13,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.94,A
15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,44,,,0,0,96.44,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,42,,,0,0,97.25,A
20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,45,50,12,46,47.73,50,100,50,33.5,49.78,,36,38,,,0,0,81.95,B-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,35,43,,,0,0,94.56,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,42,,,0,0,97,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,50,25,47.73,50,0,50,0,100,,29.5,44,,,0,0,74.05,C
20,20,20,20,20,20,0,0,20,20,20,0,15,20,20,20,50,50,6,50,50,50,100,50,50,100,,38,45,,,0,0,98.52,A
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37.5,41,,,0,0,95.38,A
20,20,20,20,20,20,20,20,20,20,20,0,0,0,20,0,50,50,50,50,50,50,100,50,50,100,,32,42,,,0,0,94.52,A
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,99.99,,40,43,,,0,0,99.25,A
20,20,20,19.87,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,20,50,50,100,50,50,100,,40,45,,,0,0,101.56,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,94.69,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,43,,,0,0,98.75,A
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,37,,,0,0,93.88,A
0,0,20,20,20,20,20,20,20,20,20,20,20,20,0,20,0,50,50,50,50,50,100,50,50,100,,35,45,,,0,0,93.23,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,100.88,A
20,20,20,11.32,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,42,,,0,0,96.31,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,100.56,A
20,20,17,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,31,43,,,0,0,94.31,A
20,20,20,19.89,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,35,43,,,0,0,93,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,37,45,,,0,0,95.23,A
0,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,60,50,50,95,,19.5,41,,,0,0,73.73,C
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,99,A
20,20,20,20,20,20,20,20,20,19,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.31,A
20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,40,50,50,50,100,50,50,100,,30.5,43,,,0,0,93.5,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,100,50,50,100,,38.5,45,,,0,0,99.13,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,98.38,A
20,20,20,20,17,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,80,50,50,100,,35,42,,,0,0,93.88,A
20,15,20,20,20,0,20,20,2,17,20,20,20,20,20,20,50,50,50,50,49.75,50,100,50,50,79.92,,38,45,,,0,0,95.47,A
20,20,20,20,20,0,20,20,20,20,20,20,20,20,0,20,50,50,50,50,50,50,100,50,50,100,,39,45,,,0,0,96.92,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,0,50,100,50,50,100,,35,28,,,0,0,85.34,B
0,20,20,20,20,20,20,20,8,6.5,20,20,20,20,20,20,50,50,50,50,50,50,100,50,40,97.5,,29,39,,,0,0,82.03,B-
20,20,20,0,20,20,20,20,20,20,20,20,20,20,0,20,50,50,50,50,50,50,100,50,50,100,,38,45,,,0,0,96.65,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,100,100,100,100,105.94,A
0,20,9,20,20,20,0,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,43,,,0,0,94.33,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,101.25,A
20,12.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,97.5,,35,33,,,0,0,92.53,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,3,33,45,,,0,0,93.81,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,100.94,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,28.5,41,100,100,100,100,93.25,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,42,,,0,0,98.19,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,36,45,,,0,0,90.38,A-
2.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,32,31,,,0,0,84.72,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,44,,,0,0,98,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,32,29.42,,,0,0,83.35,B
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,100,100,100,100,105.31,A
20,20,20,20,20,20,20,20,20,20,20,20,10,20,20,20,50,50,50,50,50,50,100,50,50,100,,39,43,,,0,0,96.06,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,34.5,43,100,100,100,100,100,A
20,20,20,20,14,20,20,20,8,17,20,20,5,20,16,20,35,50,50,50,50,50,100,50,44,100,,36,33,,,0,0,91,A-
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,45,,,0,0,98.75,A
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,100,50,50,100,,33.5,44,,,0,0,95.63,A
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,50,50,50,50,50,50,100,50,50,100,,40,44,,,0,0,100.88,A
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,0,E
