Lab 02 (820171),Lab 03 (820172),Lab 04 (820173),Lab 05 (820174),Lab 06 (820175),Lab 07 (820176),Lab 08 (820177),Lab 09 (820178),Lab 10 (820179),Lab 11 (820180),Lab 12 (820181),Lab 13 (820182),Lab 14 (820183),Lab 15 (820184),Lab 16 (820185),Lab 17 (820186),Lab 20 (820189),Lab 21 (820190),Lab 22 (820187),Lab 23 (820188),Homework 1 (820163),Homework 2 (820164),Homework 3 (820165),Homework 4 (820211),Homework 5 (820166),Homework 6 (820167),Homework 7 (820168),Project 1 (820193),Project 2A (820194),Project 2B (820195),Project 3 (820196),Project 4 (820197),Final Exam (820162)
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,60
20,20,20,20,0,0,20,20,20,20,20,20,0,20,20,20,20,20,6,20,50,50,50,50,0,50,50,100,50,50,100,75,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,0,0,50,44,50,0,0,0,60,50,0,0,0,38
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,35,37,40.43,40,42,100,40,12,76.67,15,44
20,20,20,17.27,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,50,80,50,50,100,90,42
20,20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,15,20,20,50,50,50,50,49.2,0,50,100,50,50,100,25,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,90,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,0,20,20,50,50,50,50,50,50,0,100,50,50,100,40,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,100,60
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,61
20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,0,20,20,50,50,50,50,50,50,50,100,50,50,100,25,56
20,15,20,20,20,0,20,0,20,20,20,0,0,20,20,20,0,0,0,0,50,50,44,43,49.75,50,50,80,50,50,100,15,50
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,57
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,0,20,0,0,50,50,50,50,50,50,50,100,50,50,99.99,65,50
0,20,20,0,20,0,7,20,0,0,20,20,20,0,20,20,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,15,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,55
20,20,20,20,20,20,20,20,20,2.75,20,20,10,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,50
10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,37,24,50,40,50,100,50,42.5,100,100,40.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,15,20,15,20,20,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,60
20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,98.55,0,40
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,47
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,50,100,50,50,100,100,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.9,100,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,34,100,50,50,100,75,52
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,55.5
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,0,50,50,50,50,100,50,50,100,0,43
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,65,46
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,51
20,20,15,8.52,20,20,20,20,20,5,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,55
20,10,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,50,50,47.73,20,0,100,27.5,35,41.46,0,40
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,16,20,20,20,20,20,0,50,50,50,50,10,50,100,50,50,66.79,0,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,90,50,50,100,0,51
20,20,0,20,20,20,20,20,0,20,20,0,0,20,0,0,20,20,0,20,50,0,0,0,0,0,0,100,50,50,100,100,46.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,52
20,20,20,20,20,20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,40,57
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,20,0,50,50,44,50,50,50,50,100,50,50,100,100,56
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,58
20,20,20,20,20,20,20,20,20,0,20,0,0,0,0,20,0,0,0,0,50,50,50,50,0,50,0,100,50,50,100,0,62
20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,20,20,20,20,0,50,0,0,0,0,40,35,0,0,0,15,47
20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,0,100,50,50,100,100,52
20,20,20,20,20,20,20,20,20,18,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,56
20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,50,50,50,50,50,100,50,50,100,100,46
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,65,56
20,20,0,20,0,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,0,0,0,0,0,50,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,47
0,20,20,20,20,20,20,20,20,20,20,0,0,20,0,20,20,20,20,20,50,50,50,39,50,10,50,60,50,27.5,50.99,25,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,25,50,40,50,50,50,50,100,50,50,100,75,48
20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50,50,50,100,50,50,100,100,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,62
17.5,20,20,0,20,20,20,0,20,20,20,20,20,20,20,20,20,20,0,0,50,50,50,50,50,50,50,100,50,50,100,100,54
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,0,20,20,20,0,50,50,50,50,50,50,50,100,50,50,100,100,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,50,51.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,47.73,50,0,100,50,50,100,0,51
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,62
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,50,50,50,50,50,50,50,100,50,50,100,100,50
0,20,20,20,0,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,50,0,50,50,100,100,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,15.34,50,50,100,50,50,100,25,54
20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,50,50,50,50,50,50,0,100,50,50,100,50,56.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,50,50,50,100,50,50,100,75,27
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,53
20,20,20,20,20,20,20,20,20,14.5,0,20,20,20,20,20,20,20,0,20,50,50,50,50,50,50,50,100,50,50,100,50,51
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,94.67,100,54
20,20,20,20,20,0,20,20,20,0,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,60
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,20,18.83,17,0,20,20,8,0,10,20,20,20,20,20,20,0,20,0,30,50,50,50,47.73,50,50,100,50,50,99.99,25,44
20,0,20,8.38,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,50,100,50,50,100,100,62
20,20,0,13.87,20,20,20,0,20,20,0,20,0,20,0,0,0,0,0,0,50,0,0,0,0,0,0,100,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,56
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,53
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,55.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,53
20,20,20,20,20,4,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,45
20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,50.5
0,20,20,20,0,0,0,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.97,50,50,100,50,50,100,75,47
20,15,20,20,20,10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,59
20,0,20,20,20,0,0,20,20,16.5,20,20,0,0,0,20,0,0,20,0,0,50,50,50,0,0,50,100,50,50,0,15,43
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,26.96,50,50,100,50,50,100,100,50
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,57
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.5
20,20,20,19.89,20,0,20,20,20,20,20,20,20,20,20,20,9,0,20,20,45,50,50,50,50,50,40,100,50,50,100,25,59
20,20,20,20,20,20,0,0,20,20,20,20,20,20,20,20,20,20,20,20,50,50,0,25,50,50,50,100,50,50,100,15,45
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,20,0,50,50,50,50,50,50,100,42.5,35,100,0,47
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,100,50,50,100,100,40.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,40,50,50,50,50,50,100,50,50,76.62,100,59
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,52
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,0,20,20,0,50,50,50,50,50,50,100,50,50,100,40,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,0,50,50,0,50,50,100,50,50,100,100,52
10,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,43
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,59
20,20,20,20,20,20,20,20,20,10,20,20,20,20,20,20,20,20,20,0,50,50,32,50,50,50,50,95,50,50,100,100,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,35,50,50,50,50,50,50,100,50,50,100,15,59
20,20,0,0,0,20,20,0,20,0,0,20,0,20,20,20,20,20,20,20,0,50,0,0,0,0,0,100,50,50,0,0,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,20,20,35,50,50,50,50,50,50,100,50,50,100,100,32
20,15,20,7.02,20,20,20,20,20,20,0,20,20,20,20,20,20,0,0,20,50,50,40,50,50,0,50,100,50,50,100,15,51
20,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,57
20,20,20,20,20,0,20,20,20,20,20,20,20,0,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,25,51
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,55
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,61
20,20,20,20,20,20,20,20,20,10.5,20,0,0,20,20,20,20,20,0,20,50,50,50,50,50,50,50,95,50,50,100,100,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,95,50,50,100,25,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,47
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,59
20,20,20,20,20,20,20,0,20,20,20,20,20,20,0,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,59
20,20,20,18.14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,59
20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,59
20,20,0,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,50,50,50,0,50,50,50,100,50,50,100,100,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,95,50,50,100,100,49
20,20,20,20,20,20,20,20,20,20,0,20,0,20,0,0,20,20,0,0,35,0,50,50,0,0,0,100,50,50,0,50,49.96
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,41,92.49,25,56
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,50
20,20,20,20,20,20,20,20,20,20,0,0,20,4,20,20,20,0,20,0,50,50,50,50,50,50,50,100,50,50,100,40,61
20,15,20,20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,50,50,44,50,50,50,50,100,50,50,98.18,100,49.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,52
2.5,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,17,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,61
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,49
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,0,0,50,100,50,50,0,100,42
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,40,49
20,0,20,20,20,20,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,60,0,0,0,0,0
20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,47
0,20,0,20,20,20,20,20,0,20,20,20,20,0,0,0,0,0,0,0,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,55
20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,20,20,20,0,20,50,50,44,50,50,50,50,100,50,50,100,100,52
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,62
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,63
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,0,50,50,50,50,50,50,100,50,50,100,100,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,46
20,20,20,20,20,20,20,20,20,20,20,0,20,20,0,0,20,0,0,0,50,0,50,50,0,0,0,100,50,50,0,0,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,90,56
20,20,20,20,0,0,20,20,16,11,20,20,0,0,4,20,20,10,20,20,30,50,50,50,50,0,34,100,50,50,99.99,25,42.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,44,50,0,50,50,100,50,50,100,50,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,53.5
20,0,20,20,20,20,20,0,0,0,0,20,20,20,8,20,20,15,0,12,50,50,50,50,50,50,0,100,50,50,78.33,0,48
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,57
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,53
20,20,20,20,20,20,20,20,20,20,20,20,15,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,58
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,50,50,50,50,100,50,50,100,75,48
20,20,20,20,20,20,20,20,20,20,0,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,99.99,100,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,59.5
0,0,0,20,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,50,0,75,50
20,20,20,19.89,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,62
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,93.49,75,56.5
20,20,20,20,20,20,20,0,20,20,0,0,20,20,20,20,20,20,20,0,50,50,44,50,50,50,50,100,50,0,100,100,54
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,49
0,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,12,50,50,50,46,50,50,50,100,50,50,99.01,75,53
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,49
20,20,3,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,50,0,50,50,100,50,50,140,140,55
2.5,20,20,20,20,20,20,20,20,20,0,0,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,75,48
20,20,20,20,20,20,0,20,20,20,20,20,20,20,20,20,20,20,20,20,30,50,50,39,50,50,50,80,45,50,77.5,87.5,57
20,20,20,20,20,20,20,20,20,20,0,20,0,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,51
20,20,20,20,20,14,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,56
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,50,50,50,50,50,50,50,100,50,50,100,100,59
